epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,88.6731,1.18167,4.61858,1.0761,0,0,0,0,1.61742,5.3006,1.19777,6.35194e-05,6.35194e-05,6.35194e-05
72,89.8583,1.18433,4.41941,1.05616,0,0,0,0,1.61079,5.24294,1.19208,6.41503e-05,6.41503e-05,6.41503e-05
73,91.0558,1.20615,4.35897,1.04245,0,0,0,0,1.61079,5.24294,1.19208,6.47735e-05,6.47735e-05,6.47735e-05
74,92.3609,1.14784,4.42562,1.03469,0,0,0,0,1.61079,5.24294,1.19208,6.53889e-05,6.53889e-05,6.53889e-05
75,93.6006,1.15614,4.36661,1.01543,0,0,0,0,1.58952,5.17435,1.17828,6.59965e-05,6.59965e-05,6.59965e-05
76,94.9999,1.27,4.54391,1.03364,0,0,0,0,1.58952,5.17435,1.17828,6.65962e-05,6.65962e-05,6.65962e-05
77,96.2365,1.03345,4.25743,1.00252,0,0,0,0,1.58952,5.17435,1.17828,6.71883e-05,6.71883e-05,6.71883e-05
78,97.6493,1.10083,4.17198,1.01579,0.5,0.04167,0.26041,0.18229,1.58312,5.1087,1.16788,6.77725e-05,6.77725e-05,6.77725e-05
79,98.9424,1.17743,4.16647,1.02194,0.5,0.04167,0.26041,0.18229,1.58312,5.1087,1.16788,6.83489e-05,6.83489e-05,6.83489e-05
80,100.256,1.03588,4.34728,1.01397,0.5,0.04167,0.26041,0.18229,1.58312,5.1087,1.16788,6.89175e-05,6.89175e-05,6.89175e-05
81,101.466,1.0483,4.1697,0.98236,0.5,0.04167,0.26041,0.18229,1.5832,5.0387,1.15656,6.94784e-05,6.94784e-05,6.94784e-05
82,102.572,1.1953,4.19674,1.02974,0.5,0.04167,0.26041,0.18229,1.5832,5.0387,1.15656,7.00315e-05,7.00315e-05,7.00315e-05
83,103.786,1.32183,4.37833,1.02971,0.5,0.04167,0.26041,0.18229,1.5832,5.0387,1.15656,7.05767e-05,7.05767e-05,7.05767e-05
84,105.188,1.22561,4.12753,1.04994,0.25,0.04167,0.14146,0.09902,1.57171,4.96475,1.15378,7.11142e-05,7.11142e-05,7.11142e-05
85,106.422,1.13311,4.31978,0.99361,0.25,0.04167,0.14146,0.09902,1.57171,4.96475,1.15378,7.16439e-05,7.16439e-05,7.16439e-05
86,107.643,1.09888,4.00343,0.99919,0.25,0.04167,0.14146,0.09902,1.57171,4.96475,1.15378,7.21659e-05,7.21659e-05,7.21659e-05
87,108.874,1.07798,4.07581,1.00086,0.25,0.04167,0.14146,0.09902,1.57171,4.96475,1.15378,7.268e-05,7.268e-05,7.268e-05
88,110.255,1.1334,4.04741,0.98162,0.25,0.04167,0.16396,0.11477,1.57995,4.89676,1.15723,7.31863e-05,7.31863e-05,7.31863e-05
89,111.503,1.07836,4.06871,0.96137,0.25,0.04167,0.16396,0.11477,1.57995,4.89676,1.15723,7.36849e-05,7.36849e-05,7.36849e-05
90,112.739,1.13672,3.96014,0.99823,0.25,0.04167,0.16396,0.11477,1.57995,4.89676,1.15723,7.41756e-05,7.41756e-05,7.41756e-05
91,114.026,1.09178,4.0269,0.96576,0.25,0.04167,0.16396,0.11477,1.57995,4.89676,1.15723,7.46586e-05,7.46586e-05,7.46586e-05
92,115.636,1.01884,3.91288,0.97341,0.42857,0.125,0.26964,0.16566,1.59529,4.8342,1.16679,7.51338e-05,7.51338e-05,7.51338e-05
93,116.876,1.00256,4.08427,1.0052,0.42857,0.125,0.26964,0.16566,1.59529,4.8342,1.16679,7.56012e-05,7.56012e-05,7.56012e-05
94,118.077,1.08688,3.70207,0.99644,0.42857,0.125,0.26964,0.16566,1.59529,4.8342,1.16679,7.60608e-05,7.60608e-05,7.60608e-05
95,119.167,1.06516,3.9576,1.02896,0.42857,0.125,0.26964,0.16566,1.59529,4.8342,1.16679,7.65126e-05,7.65126e-05,7.65126e-05
96,120.666,1.02111,3.91353,0.96422,0.58333,0.29167,0.40874,0.26595,1.5868,4.76678,1.16245,7.69566e-05,7.69566e-05,7.69566e-05
97,121.83,1.21035,3.73451,1.0588,0.58333,0.29167,0.40874,0.26595,1.5868,4.76678,1.16245,7.73929e-05,7.73929e-05,7.73929e-05
98,123.028,1.09844,3.93323,0.95134,0.58333,0.29167,0.40874,0.26595,1.5868,4.76678,1.16245,7.78214e-05,7.78214e-05,7.78214e-05
99,124.1,1.0607,3.76761,0.97565,0.58333,0.29167,0.40874,0.26595,1.5868,4.76678,1.16245,7.8242e-05,7.8242e-05,7.8242e-05
100,125.466,1.21285,3.56653,1.00999,0.57143,0.33333,0.41298,0.26704,1.58409,4.70325,1.16311,7.86549e-05,7.86549e-05,7.86549e-05
101,126.685,1.12258,3.83354,0.98264,0.57143,0.33333,0.41298,0.26704,1.58409,4.70325,1.16311,7.906e-05,7.906e-05,7.906e-05
102,127.832,1.06045,3.79768,1.00423,0.57143,0.33333,0.41298,0.26704,1.58409,4.70325,1.16311,7.86706e-05,7.86706e-05,7.86706e-05
103,129.046,1.20957,3.5027,1.03824,0.57143,0.33333,0.41298,0.26704,1.58409,4.70325,1.16311,7.82812e-05,7.82812e-05,7.82812e-05
104,130.44,1.13709,3.67526,0.98189,0.6,0.375,0.43495,0.28579,1.57974,4.7116,1.18595,7.78918e-05,7.78918e-05,7.78918e-05
105,131.66,1.07033,3.38431,1.00072,0.6,0.375,0.43495,0.28579,1.57974,4.7116,1.18595,7.75024e-05,7.75024e-05,7.75024e-05
106,132.891,1.22303,3.53486,1.03822,0.6,0.375,0.43495,0.28579,1.57974,4.7116,1.18595,7.7113e-05,7.7113e-05,7.7113e-05
107,134.122,1.12155,3.38555,1.02374,0.6,0.375,0.43495,0.28579,1.57974,4.7116,1.18595,7.67236e-05,7.67236e-05,7.67236e-05
108,135.531,1.03368,3.68078,0.96275,0.64706,0.45833,0.49494,0.31996,1.58115,4.68153,1.20258,7.63342e-05,7.63342e-05,7.63342e-05
109,136.78,1.12494,3.82413,0.95536,0.64706,0.45833,0.49494,0.31996,1.58115,4.68153,1.20258,7.59448e-05,7.59448e-05,7.59448e-05
110,138.039,1.19541,3.49138,1.06476,0.64706,0.45833,0.49494,0.31996,1.58115,4.68153,1.20258,7.55554e-05,7.55554e-05,7.55554e-05
111,139.27,1.16241,3.56013,0.98394,0.64706,0.45833,0.49494,0.31996,1.58115,4.68153,1.20258,7.5166e-05,7.5166e-05,7.5166e-05
112,140.652,0.92263,3.54114,0.92317,0.64706,0.45833,0.51418,0.33161,1.572,4.65397,1.20484,7.47766e-05,7.47766e-05,7.47766e-05
113,141.936,0.97434,3.53803,0.96375,0.64706,0.45833,0.51418,0.33161,1.572,4.65397,1.20484,7.43872e-05,7.43872e-05,7.43872e-05
114,143.142,0.98351,3.30243,0.96296,0.64706,0.45833,0.51418,0.33161,1.572,4.65397,1.20484,7.39978e-05,7.39978e-05,7.39978e-05
115,144.522,1.21361,3.1554,1.02939,0.64706,0.45833,0.51418,0.33161,1.572,4.65397,1.20484,7.36084e-05,7.36084e-05,7.36084e-05
116,145.98,1.1143,3.33326,0.96874,0.66667,0.5,0.5439,0.35838,1.56911,4.59874,1.20987,7.3219e-05,7.3219e-05,7.3219e-05
117,147.351,1.12049,3.23991,0.94985,0.66667,0.5,0.5439,0.35838,1.56911,4.59874,1.20987,7.28296e-05,7.28296e-05,7.28296e-05
118,148.819,1.10725,3.46563,0.98039,0.66667,0.5,0.5439,0.35838,1.56911,4.59874,1.20987,7.24402e-05,7.24402e-05,7.24402e-05
119,150.137,1.21251,3.28039,1.08025,0.66667,0.5,0.5439,0.35838,1.56911,4.59874,1.20987,7.20508e-05,7.20508e-05,7.20508e-05
120,151.528,0.95814,3.41123,0.98877,0.66667,0.5,0.5439,0.35663,1.5785,4.52369,1.22119,7.16614e-05,7.16614e-05,7.16614e-05
121,152.781,1.09517,3.005,1.00055,0.66667,0.5,0.5439,0.35663,1.5785,4.52369,1.22119,7.1272e-05,7.1272e-05,7.1272e-05
122,154.043,1.07258,3.31209,0.98132,0.66667,0.5,0.5439,0.35663,1.5785,4.52369,1.22119,7.08826e-05,7.08826e-05,7.08826e-05
123,155.246,0.9839,3.27142,0.99252,0.66667,0.5,0.5439,0.35663,1.5785,4.52369,1.22119,7.04932e-05,7.04932e-05,7.04932e-05
124,156.58,1.12623,2.95203,0.98124,0.72222,0.54167,0.61434,0.36672,1.57847,4.47362,1.21714,7.01038e-05,7.01038e-05,7.01038e-05
125,157.721,1.11514,3.19527,0.98743,0.72222,0.54167,0.61434,0.36672,1.57847,4.47362,1.21714,6.97144e-05,6.97144e-05,6.97144e-05
126,158.852,1.01588,3.15481,0.94722,0.72222,0.54167,0.61434,0.36672,1.57847,4.47362,1.21714,6.9325e-05,6.9325e-05,6.9325e-05
127,160.066,1.15088,2.71114,1.00702,0.72222,0.54167,0.61434,0.36672,1.57847,4.47362,1.21714,6.89356e-05,6.89356e-05,6.89356e-05
128,161.612,1.05371,3.15423,0.98262,0.61905,0.54167,0.60104,0.36195,1.5795,4.397,1.19251,6.85462e-05,6.85462e-05,6.85462e-05
129,162.886,1.0116,2.88034,0.9316,0.61905,0.54167,0.60104,0.36195,1.5795,4.397,1.19251,6.81568e-05,6.81568e-05,6.81568e-05
130,164.151,1.05536,2.92862,1.00276,0.61905,0.54167,0.60104,0.36195,1.5795,4.397,1.19251,6.77674e-05,6.77674e-05,6.77674e-05
131,165.299,1.14812,2.95071,1.00617,0.61905,0.54167,0.60104,0.36195,1.5795,4.397,1.19251,6.7378e-05,6.7378e-05,6.7378e-05
132,166.66,1.08285,2.8831,0.95526,0.6,0.625,0.62675,0.36994,1.58953,4.29217,1.17208,6.69886e-05,6.69886e-05,6.69886e-05
133,167.918,0.93698,3.13543,0.97408,0.6,0.625,0.62675,0.36994,1.58953,4.29217,1.17208,6.65992e-05,6.65992e-05,6.65992e-05
134,169.062,1.04315,2.94622,0.98788,0.6,0.625,0.62675,0.36994,1.58953,4.29217,1.17208,6.62098e-05,6.62098e-05,6.62098e-05
135,170.345,1.06338,2.9921,0.97271,0.6,0.625,0.62675,0.36994,1.58953,4.29217,1.17208,6.58204e-05,6.58204e-05,6.58204e-05
136,171.825,1.08793,2.95365,1.01902,0.59259,0.66667,0.61482,0.35869,1.61357,4.20746,1.18456,6.5431e-05,6.5431e-05,6.5431e-05
137,173.092,1.00968,2.88512,0.98015,0.59259,0.66667,0.61482,0.35869,1.61357,4.20746,1.18456,6.50416e-05,6.50416e-05,6.50416e-05
138,174.275,1.01945,2.58581,0.95584,0.59259,0.66667,0.61482,0.35869,1.61357,4.20746,1.18456,6.46522e-05,6.46522e-05,6.46522e-05
139,175.466,1.12833,2.97927,0.97272,0.59259,0.66667,0.61482,0.35869,1.61357,4.20746,1.18456,6.42628e-05,6.42628e-05,6.42628e-05
140,176.941,1.0699,2.61208,0.95416,0.57143,0.66667,0.62654,0.36621,1.61691,4.1342,1.19452,6.38734e-05,6.38734e-05,6.38734e-05
141,178.182,1.05932,2.35038,0.99049,0.57143,0.66667,0.62654,0.36621,1.61691,4.1342,1.19452,6.3484e-05,6.3484e-05,6.3484e-05
142,179.433,1.04971,2.66639,0.95415,0.57143,0.66667,0.62654,0.36621,1.61691,4.1342,1.19452,6.30946e-05,6.30946e-05,6.30946e-05
143,180.57,0.94748,2.7041,0.93502,0.57143,0.66667,0.62654,0.36621,1.61691,4.1342,1.19452,6.27052e-05,6.27052e-05,6.27052e-05
144,181.871,0.95156,2.67911,0.93996,0.59259,0.66667,0.60959,0.35461,1.60681,4.03497,1.19543,6.23158e-05,6.23158e-05,6.23158e-05
145,183.115,1.11079,2.53301,1.01937,0.59259,0.66667,0.60959,0.35461,1.60681,4.03497,1.19543,6.19264e-05,6.19264e-05,6.19264e-05
146,184.347,1.06105,2.64944,0.9629,0.59259,0.66667,0.60959,0.35461,1.60681,4.03497,1.19543,6.1537e-05,6.1537e-05,6.1537e-05
147,185.557,1.09894,2.48539,1.01751,0.59259,0.66667,0.60959,0.35461,1.60681,4.03497,1.19543,6.11476e-05,6.11476e-05,6.11476e-05
148,186.896,1.16912,2.62236,1.03249,0.58621,0.70833,0.63503,0.37378,1.60556,3.99239,1.1965,6.07582e-05,6.07582e-05,6.07582e-05
149,188.099,1.16394,2.28654,1.02426,0.58621,0.70833,0.63503,0.37378,1.60556,3.99239,1.1965,6.03688e-05,6.03688e-05,6.03688e-05
150,189.285,0.9469,2.34929,0.93852,0.58621,0.70833,0.63503,0.37378,1.60556,3.99239,1.1965,5.99794e-05,5.99794e-05,5.99794e-05
151,190.416,1.00769,2.37384,0.95978,0.58621,0.70833,0.63503,0.37378,1.60556,3.99239,1.1965,5.959e-05,5.959e-05,5.959e-05
152,191.906,0.91193,2.39658,0.96501,0.56667,0.70833,0.63784,0.37788,1.60394,3.91862,1.20021,5.92006e-05,5.92006e-05,5.92006e-05
153,193.252,1.05517,2.52249,0.96293,0.56667,0.70833,0.63784,0.37788,1.60394,3.91862,1.20021,5.88112e-05,5.88112e-05,5.88112e-05
154,194.599,1.07323,2.33456,0.9652,0.56667,0.70833,0.63784,0.37788,1.60394,3.91862,1.20021,5.84218e-05,5.84218e-05,5.84218e-05
155,195.748,1.12361,2.35911,0.96466,0.56667,0.70833,0.63784,0.37788,1.60394,3.91862,1.20021,5.80324e-05,5.80324e-05,5.80324e-05
156,197.672,1.07683,2.28967,0.9523,0.53125,0.70833,0.63256,0.37618,1.59495,3.88757,1.1963,5.7643e-05,5.7643e-05,5.7643e-05
157,199.035,1.05661,2.43291,0.9599,0.53125,0.70833,0.63256,0.37618,1.59495,3.88757,1.1963,5.72536e-05,5.72536e-05,5.72536e-05
158,200.359,1.16608,2.3333,1.04407,0.53125,0.70833,0.63256,0.37618,1.59495,3.88757,1.1963,5.68642e-05,5.68642e-05,5.68642e-05
159,201.691,1.09717,2.28709,1.00039,0.53125,0.70833,0.63256,0.37618,1.59495,3.88757,1.1963,5.64748e-05,5.64748e-05,5.64748e-05
160,203.627,0.97132,2.06319,0.95565,0.54545,0.75,0.65892,0.38175,1.58491,3.83208,1.19538,5.60854e-05,5.60854e-05,5.60854e-05
161,204.817,1.02817,2.33698,0.93176,0.54545,0.75,0.65892,0.38175,1.58491,3.83208,1.19538,5.5696e-05,5.5696e-05,5.5696e-05
162,206.145,1.07627,2.1035,0.9961,0.54545,0.75,0.65892,0.38175,1.58491,3.83208,1.19538,5.53066e-05,5.53066e-05,5.53066e-05
163,207.484,1.11273,2.21251,0.95628,0.54545,0.75,0.65892,0.38175,1.58491,3.83208,1.19538,5.49172e-05,5.49172e-05,5.49172e-05
164,209.158,1.08077,2.30026,1.01627,0.54545,0.75,0.66102,0.37516,1.5842,3.78542,1.19468,5.45278e-05,5.45278e-05,5.45278e-05
165,210.679,1.1151,2.4,0.96476,0.54545,0.75,0.66102,0.37516,1.5842,3.78542,1.19468,5.41384e-05,5.41384e-05,5.41384e-05
166,212.122,1.03776,2.27381,0.98874,0.54545,0.75,0.66102,0.37516,1.5842,3.78542,1.19468,5.3749e-05,5.3749e-05,5.3749e-05
167,213.482,1.10939,1.98484,0.99036,0.54545,0.75,0.66102,0.37516,1.5842,3.78542,1.19468,5.33596e-05,5.33596e-05,5.33596e-05
168,215.01,1.10337,2.19587,0.97534,0.5625,0.75,0.68304,0.38168,1.58854,3.79835,1.19367,5.29702e-05,5.29702e-05,5.29702e-05
169,216.53,1.04659,2.52194,0.97252,0.5625,0.75,0.68304,0.38168,1.58854,3.79835,1.19367,5.25808e-05,5.25808e-05,5.25808e-05
170,217.929,1.08592,2.13122,0.94963,0.5625,0.75,0.68304,0.38168,1.58854,3.79835,1.19367,5.21914e-05,5.21914e-05,5.21914e-05
171,219.248,1.05572,2.2205,0.98238,0.5625,0.75,0.68304,0.38168,1.58854,3.79835,1.19367,5.1802e-05,5.1802e-05,5.1802e-05
172,221.018,1.06322,1.97387,0.95654,0.51429,0.75,0.67492,0.3783,1.59048,3.77045,1.19541,5.14126e-05,5.14126e-05,5.14126e-05
173,222.2,1.10591,1.86968,0.9977,0.51429,0.75,0.67492,0.3783,1.59048,3.77045,1.19541,5.10232e-05,5.10232e-05,5.10232e-05
174,223.376,1.12154,2.15656,0.97855,0.51429,0.75,0.67492,0.3783,1.59048,3.77045,1.19541,5.06338e-05,5.06338e-05,5.06338e-05
175,224.817,1.01573,2.13914,0.95086,0.51429,0.75,0.67492,0.3783,1.59048,3.77045,1.19541,5.02444e-05,5.02444e-05,5.02444e-05
176,226.295,0.88231,2.13598,0.94993,0.5,0.75,0.68761,0.37522,1.59539,3.74097,1.19662,4.9855e-05,4.9855e-05,4.9855e-05
177,227.476,1.00326,1.85393,0.94846,0.5,0.75,0.68761,0.37522,1.59539,3.74097,1.19662,4.94656e-05,4.94656e-05,4.94656e-05
178,228.849,1.05782,1.79329,0.98699,0.5,0.75,0.68761,0.37522,1.59539,3.74097,1.19662,4.90762e-05,4.90762e-05,4.90762e-05
179,230.059,1.02618,1.5848,0.98402,0.5,0.75,0.68761,0.37522,1.59539,3.74097,1.19662,4.86868e-05,4.86868e-05,4.86868e-05
180,232.394,0.87298,2.02156,0.90822,0.5,0.75,0.67492,0.37174,1.60623,3.73197,1.21119,4.82974e-05,4.82974e-05,4.82974e-05
181,233.859,0.90594,1.79803,0.90653,0.5,0.75,0.67492,0.37174,1.60623,3.73197,1.21119,4.7908e-05,4.7908e-05,4.7908e-05
182,235.248,0.89985,1.51832,0.92413,0.5,0.75,0.67492,0.37174,1.60623,3.73197,1.21119,4.75186e-05,4.75186e-05,4.75186e-05
183,236.505,1.01474,1.97685,1.02173,0.5,0.75,0.67492,0.37174,1.60623,3.73197,1.21119,4.71292e-05,4.71292e-05,4.71292e-05
184,237.916,1.0333,1.95343,1.036,0.51351,0.79167,0.69836,0.3724,1.60184,3.68853,1.21151,4.67398e-05,4.67398e-05,4.67398e-05
