epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,6.84837,1.51253,5.18103,1.53124,0,0,0,0,1.65702,5.17246,1.38467,2.71985e-05,2.71985e-05,2.71985e-05
26,6.9515,1.36095,5.28194,1.35129,0,0,0,0,1.65702,5.17246,1.38467,2.82831e-05,2.82831e-05,2.82831e-05
27,7.06715,1.37608,5.09739,1.41246,0,0,0,0,1.65451,5.1775,1.38618,2.93638e-05,2.93638e-05,2.93638e-05
28,7.16807,1.34542,5.15825,1.2993,0,0,0,0,1.65451,5.1775,1.38618,3.04406e-05,3.04406e-05,3.04406e-05
29,7.28449,1.3234,5.13314,1.37478,0,0,0,0,1.65416,5.17878,1.38666,3.15136e-05,3.15136e-05,3.15136e-05
30,7.38541,1.34656,5.08515,1.38822,0,0,0,0,1.65416,5.17878,1.38666,3.25826e-05,3.25826e-05,3.25826e-05
31,7.58122,1.46322,5.12775,1.44193,0,0,0,0,1.65048,5.17795,1.38528,3.36477e-05,3.36477e-05,3.36477e-05
32,7.67537,1.50334,5.27117,1.37902,0,0,0,0,1.65048,5.17795,1.38528,3.47089e-05,3.47089e-05,3.47089e-05
33,7.78047,1.34297,5.28942,1.37167,0,0,0,0,1.64587,5.18272,1.39156,3.57663e-05,3.57663e-05,3.57663e-05
34,7.87699,1.29859,5.13222,1.29233,0,0,0,0,1.64587,5.18272,1.39156,3.68197e-05,3.68197e-05,3.68197e-05
35,7.98549,1.57954,5.38419,1.48074,0,0,0,0,1.64706,5.18528,1.39261,3.78693e-05,3.78693e-05,3.78693e-05
36,8.09119,1.37454,5.25388,1.35659,0,0,0,0,1.64706,5.18528,1.39261,3.89149e-05,3.89149e-05,3.89149e-05
37,8.19959,1.15284,5.06903,1.25142,0,0,0,0,1.64394,5.18649,1.39405,3.99567e-05,3.99567e-05,3.99567e-05
38,8.29804,1.1755,5.02013,1.22785,0,0,0,0,1.64394,5.18649,1.39405,4.09946e-05,4.09946e-05,4.09946e-05
39,8.40779,1.35751,5.11191,1.46866,0,0,0,0,1.63903,5.18742,1.39169,4.20285e-05,4.20285e-05,4.20285e-05
40,8.50994,1.46612,5.17765,1.41503,0,0,0,0,1.63903,5.18742,1.39169,4.30586e-05,4.30586e-05,4.30586e-05
41,8.61632,1.32912,5.21814,1.28053,0,0,0,0,1.64033,5.19041,1.39649,4.40848e-05,4.40848e-05,4.40848e-05
42,8.71668,1.44473,5.24683,1.40251,0,0,0,0,1.64033,5.19041,1.39649,4.51071e-05,4.51071e-05,4.51071e-05
43,8.82334,1.44832,5.18276,1.35164,0,0,0,0,1.64476,5.19359,1.39361,4.61255e-05,4.61255e-05,4.61255e-05
44,8.92283,1.11559,4.97657,1.2381,0,0,0,0,1.64476,5.19359,1.39361,4.714e-05,4.714e-05,4.714e-05
45,9.03164,1.57778,5.3311,1.40719,0,0,0,0,1.63973,5.19582,1.39271,4.81506e-05,4.81506e-05,4.81506e-05
46,9.22586,1.42277,5.12394,1.37837,0,0,0,0,1.63973,5.19582,1.39271,4.91573e-05,4.91573e-05,4.91573e-05
47,9.34313,1.41341,5.22526,1.30888,0,0,0,0,1.64163,5.19887,1.39623,5.01601e-05,5.01601e-05,5.01601e-05
48,9.44515,1.52234,5.29014,1.31453,0,0,0,0,1.64163,5.19887,1.39623,5.11591e-05,5.11591e-05,5.11591e-05
49,9.55162,1.52871,5.23226,1.40079,0,0,0,0,1.63889,5.2031,1.3978,5.21541e-05,5.21541e-05,5.21541e-05
50,9.65425,1.30329,5.07542,1.35282,0,0,0,0,1.63889,5.2031,1.3978,5.31453e-05,5.31453e-05,5.31453e-05
51,9.76509,1.27528,4.99765,1.29616,0,0,0,0,1.63475,5.20376,1.39691,5.41325e-05,5.41325e-05,5.41325e-05
52,9.86527,1.44043,5.24284,1.31311,0,0,0,0,1.63475,5.20376,1.39691,5.51159e-05,5.51159e-05,5.51159e-05
53,9.96669,1.43303,5.20777,1.33748,0,0,0,0,1.63475,5.20376,1.39691,5.60953e-05,5.60953e-05,5.60953e-05
54,10.0757,1.59174,5.22183,1.45161,0,0,0,0,1.63812,5.20408,1.40127,5.70709e-05,5.70709e-05,5.70709e-05
55,10.1756,1.26449,5.06171,1.31089,0,0,0,0,1.63812,5.20408,1.40127,5.80425e-05,5.80425e-05,5.80425e-05
56,10.2768,1.3503,4.99461,1.39128,0,0,0,0,1.63812,5.20408,1.40127,5.90103e-05,5.90103e-05,5.90103e-05
57,10.3842,1.43861,5.20722,1.37018,0,0,0,0,1.63552,5.20833,1.40313,5.99742e-05,5.99742e-05,5.99742e-05
58,10.484,1.21388,5.08569,1.25034,0,0,0,0,1.63552,5.20833,1.40313,6.09342e-05,6.09342e-05,6.09342e-05
59,10.6679,1.18506,4.98789,1.22798,0,0,0,0,1.63552,5.20833,1.40313,6.18903e-05,6.18903e-05,6.18903e-05
60,10.7771,1.45594,5.20787,1.35323,0,0,0,0,1.63788,5.20882,1.402,6.28425e-05,6.28425e-05,6.28425e-05
61,10.8814,1.50398,5.22031,1.36016,0,0,0,0,1.63788,5.20882,1.402,6.37908e-05,6.37908e-05,6.37908e-05
62,10.9956,1.40596,5.08532,1.29466,0,0,0,0,1.63788,5.20882,1.402,6.47352e-05,6.47352e-05,6.47352e-05
63,11.103,1.33198,5.054,1.32216,0,0,0,0,1.62941,5.21285,1.40199,6.56757e-05,6.56757e-05,6.56757e-05
64,11.2122,1.3293,5.03653,1.28127,0,0,0,0,1.62941,5.21285,1.40199,6.66124e-05,6.66124e-05,6.66124e-05
65,11.3122,1.39348,5.09569,1.43715,0,0,0,0,1.62941,5.21285,1.40199,6.75451e-05,6.75451e-05,6.75451e-05
66,11.4253,1.65178,5.2776,1.48341,0,0,0,0,1.62807,5.20506,1.39843,6.84739e-05,6.84739e-05,6.84739e-05
67,11.5284,1.28556,5.07205,1.28802,0,0,0,0,1.62807,5.20506,1.39843,6.93989e-05,6.93989e-05,6.93989e-05
68,11.6265,1.43506,5.20994,1.28818,0,0,0,0,1.62807,5.20506,1.39843,7.03199e-05,7.03199e-05,7.03199e-05
69,11.7344,1.46948,5.14325,1.3522,0,0,0,0,1.62872,5.19928,1.39426,7.12371e-05,7.12371e-05,7.12371e-05
70,11.841,1.21184,5.00786,1.33215,0,0,0,0,1.62872,5.19928,1.39426,7.21503e-05,7.21503e-05,7.21503e-05
71,11.9467,1.20981,4.92833,1.34602,0,0,0,0,1.62872,5.19928,1.39426,7.30597e-05,7.30597e-05,7.30597e-05
72,12.0575,1.30261,5.01984,1.34143,0,0,0,0,1.63011,5.19721,1.39702,7.39652e-05,7.39652e-05,7.39652e-05
73,12.2381,1.40051,4.96456,1.45768,0,0,0,0,1.63011,5.19721,1.39702,7.48668e-05,7.48668e-05,7.48668e-05
74,12.3371,1.33947,4.95805,1.33439,0,0,0,0,1.63011,5.19721,1.39702,7.57644e-05,7.57644e-05,7.57644e-05
75,12.4531,1.44537,5.01856,1.4116,0,0,0,0,1.62762,5.19781,1.39246,7.66582e-05,7.66582e-05,7.66582e-05
76,12.5529,1.52015,5.18702,1.39516,0,0,0,0,1.62762,5.19781,1.39246,7.75481e-05,7.75481e-05,7.75481e-05
77,12.6574,1.4148,5.03171,1.35956,0,0,0,0,1.62762,5.19781,1.39246,7.84341e-05,7.84341e-05,7.84341e-05
78,12.7662,1.31016,5.04785,1.29536,0,0,0,0,1.63013,5.19161,1.39724,7.93162e-05,7.93162e-05,7.93162e-05
79,12.8658,1.26009,4.9035,1.24782,0,0,0,0,1.63013,5.19161,1.39724,8.01945e-05,8.01945e-05,8.01945e-05
80,12.9647,1.32043,5.01786,1.3077,0,0,0,0,1.63013,5.19161,1.39724,8.10688e-05,8.10688e-05,8.10688e-05
81,13.0744,1.30858,4.95946,1.34722,0,0,0,0,1.62593,5.19576,1.39616,8.19392e-05,8.19392e-05,8.19392e-05
82,13.1763,1.33247,5.25154,1.34374,0,0,0,0,1.62593,5.19576,1.39616,8.28057e-05,8.28057e-05,8.28057e-05
83,13.2821,1.30088,4.93597,1.28843,0,0,0,0,1.62593,5.19576,1.39616,8.36684e-05,8.36684e-05,8.36684e-05
84,13.4028,1.57684,5.15685,1.38339,0,0,0,0,1.6241,5.19011,1.3958,8.45271e-05,8.45271e-05,8.45271e-05
85,13.5048,1.13582,4.77462,1.25497,0,0,0,0,1.6241,5.19011,1.3958,8.5382e-05,8.5382e-05,8.5382e-05
86,13.6058,1.342,5.05741,1.30666,0,0,0,0,1.6241,5.19011,1.3958,8.62329e-05,8.62329e-05,8.62329e-05
87,13.7057,1.38018,5.00991,1.36656,0,0,0,0,1.6241,5.19011,1.3958,8.708e-05,8.708e-05,8.708e-05
88,13.8954,1.1881,4.81603,1.2241,0,0,0,0,1.6205,5.1901,1.39525,8.79232e-05,8.79232e-05,8.79232e-05
89,13.9977,1.4103,4.97634,1.25228,0,0,0,0,1.6205,5.1901,1.39525,8.87624e-05,8.87624e-05,8.87624e-05
90,14.0965,1.5363,5.13459,1.35889,0,0,0,0,1.6205,5.1901,1.39525,8.95978e-05,8.95978e-05,8.95978e-05
91,14.1956,1.25874,5.03873,1.32442,0,0,0,0,1.6205,5.1901,1.39525,9.04293e-05,9.04293e-05,9.04293e-05
92,14.3065,1.2061,4.69013,1.28713,0,0,0,0,1.62104,5.18349,1.39501,9.12569e-05,9.12569e-05,9.12569e-05
93,14.4066,1.4462,5.04371,1.34936,0,0,0,0,1.62104,5.18349,1.39501,9.20806e-05,9.20806e-05,9.20806e-05
94,14.5069,1.46157,5.0847,1.33564,0,0,0,0,1.62104,5.18349,1.39501,9.29004e-05,9.29004e-05,9.29004e-05
95,14.6097,1.36546,5.0362,1.31,0,0,0,0,1.62104,5.18349,1.39501,9.37163e-05,9.37163e-05,9.37163e-05
96,14.7216,1.3398,4.89068,1.28578,0,0,0,0,1.61331,5.18413,1.39685,9.45283e-05,9.45283e-05,9.45283e-05
97,14.8255,1.44519,5.0755,1.29032,0,0,0,0,1.61331,5.18413,1.39685,9.53364e-05,9.53364e-05,9.53364e-05
98,14.9255,1.31109,4.87941,1.33839,0,0,0,0,1.61331,5.18413,1.39685,9.61407e-05,9.61407e-05,9.61407e-05
99,15.028,1.19817,4.88355,1.29371,0,0,0,0,1.61331,5.18413,1.39685,9.6941e-05,9.6941e-05,9.6941e-05
100,15.1383,1.31287,4.90581,1.26587,0,0,0,0,1.61165,5.17702,1.40048,9.77375e-05,9.77375e-05,9.77375e-05
101,15.2419,1.42719,5.00441,1.41438,0,0,0,0,1.61165,5.17702,1.40048,9.853e-05,9.853e-05,9.853e-05
102,15.4377,1.48015,5.17291,1.3417,0,0,0,0,1.61165,5.17702,1.40048,9.83353e-05,9.83353e-05,9.83353e-05
103,15.5396,1.32026,4.95135,1.32311,0,0,0,0,1.61165,5.17702,1.40048,9.81406e-05,9.81406e-05,9.81406e-05
104,15.6501,1.46158,5.09767,1.32546,0,0,0,0,1.61653,5.17092,1.40437,9.79459e-05,9.79459e-05,9.79459e-05
105,15.7526,1.45504,5.20759,1.27794,0,0,0,0,1.61653,5.17092,1.40437,9.77512e-05,9.77512e-05,9.77512e-05
106,15.8542,1.49964,5.13172,1.30248,0,0,0,0,1.61653,5.17092,1.40437,9.75565e-05,9.75565e-05,9.75565e-05
107,15.9543,1.33153,4.82172,1.32931,0,0,0,0,1.61653,5.17092,1.40437,9.73618e-05,9.73618e-05,9.73618e-05
108,16.0621,1.26763,4.96019,1.28814,0,0,0,0,1.61511,5.16502,1.40764,9.71671e-05,9.71671e-05,9.71671e-05
109,16.1632,1.39661,4.8637,1.30886,0,0,0,0,1.61511,5.16502,1.40764,9.69724e-05,9.69724e-05,9.69724e-05
110,16.2663,1.56055,5.18537,1.37612,0,0,0,0,1.61511,5.16502,1.40764,9.67777e-05,9.67777e-05,9.67777e-05
111,16.3718,1.35605,4.92314,1.22929,0,0,0,0,1.61511,5.16502,1.40764,9.6583e-05,9.6583e-05,9.6583e-05
112,16.4849,1.39471,4.68205,1.42595,0,0,0,0,1.61983,5.15751,1.40736,9.63883e-05,9.63883e-05,9.63883e-05
113,16.5855,1.39106,4.87608,1.2897,0,0,0,0,1.61983,5.15751,1.40736,9.61936e-05,9.61936e-05,9.61936e-05
114,16.6895,1.4825,5.1077,1.31129,0,0,0,0,1.61983,5.15751,1.40736,9.59989e-05,9.59989e-05,9.59989e-05
115,16.791,1.23491,4.76599,1.20637,0,0,0,0,1.61983,5.15751,1.40736,9.58042e-05,9.58042e-05,9.58042e-05
116,16.9003,1.18874,4.66852,1.2575,0,0,0,0,1.61723,5.15358,1.40935,9.56095e-05,9.56095e-05,9.56095e-05
117,17.003,1.20284,4.65978,1.27435,0,0,0,0,1.61723,5.15358,1.40935,9.54148e-05,9.54148e-05,9.54148e-05
118,17.1858,1.16975,4.59482,1.25399,0,0,0,0,1.61723,5.15358,1.40935,9.52201e-05,9.52201e-05,9.52201e-05
119,17.2852,1.16222,4.56679,1.33787,0,0,0,0,1.61723,5.15358,1.40935,9.50254e-05,9.50254e-05,9.50254e-05
120,17.4026,1.38952,5.06764,1.3091,0,0,0,0,1.62411,5.14262,1.41095,9.48307e-05,9.48307e-05,9.48307e-05
121,17.5025,1.22358,4.77937,1.22443,0,0,0,0,1.62411,5.14262,1.41095,9.4636e-05,9.4636e-05,9.4636e-05
122,17.6094,1.33269,4.8611,1.24111,0,0,0,0,1.62411,5.14262,1.41095,9.44413e-05,9.44413e-05,9.44413e-05
123,17.7084,1.34947,4.63191,1.18962,0,0,0,0,1.62411,5.14262,1.41095,9.42466e-05,9.42466e-05,9.42466e-05
124,17.821,1.46878,4.96233,1.41232,0,0,0,0,1.62889,5.13486,1.41622,9.40519e-05,9.40519e-05,9.40519e-05
125,17.9234,1.46004,4.83265,1.40044,0,0,0,0,1.62889,5.13486,1.41622,9.38572e-05,9.38572e-05,9.38572e-05
126,18.0293,1.26234,4.74534,1.28632,0,0,0,0,1.62889,5.13486,1.41622,9.36625e-05,9.36625e-05,9.36625e-05
127,18.131,1.23808,4.67919,1.24261,0,0,0,0,1.62889,5.13486,1.41622,9.34678e-05,9.34678e-05,9.34678e-05
128,18.2436,1.31708,4.89439,1.27405,0,0,0,0,1.63459,5.12553,1.42152,9.32731e-05,9.32731e-05,9.32731e-05
129,18.3471,1.32388,4.72352,1.29241,0,0,0,0,1.63459,5.12553,1.42152,9.30784e-05,9.30784e-05,9.30784e-05
130,18.4523,1.2712,4.63542,1.38378,0,0,0,0,1.63459,5.12553,1.42152,9.28837e-05,9.28837e-05,9.28837e-05
131,18.5578,1.26088,4.79226,1.18929,0,0,0,0,1.63459,5.12553,1.42152,9.2689e-05,9.2689e-05,9.2689e-05
132,18.756,1.35732,4.86631,1.33951,0,0,0,0,1.63895,5.11662,1.42572,9.24943e-05,9.24943e-05,9.24943e-05
133,18.8552,1.2189,4.71887,1.25461,0,0,0,0,1.63895,5.11662,1.42572,9.22996e-05,9.22996e-05,9.22996e-05
134,18.9662,1.49592,4.97155,1.30932,0,0,0,0,1.63895,5.11662,1.42572,9.21049e-05,9.21049e-05,9.21049e-05
135,19.0691,1.42112,4.95089,1.33846,0,0,0,0,1.63895,5.11662,1.42572,9.19102e-05,9.19102e-05,9.19102e-05
136,19.1792,1.3249,4.64199,1.27663,0,0,0,0,1.63733,5.10333,1.42814,9.17155e-05,9.17155e-05,9.17155e-05
137,19.2811,1.41063,4.82926,1.27815,0,0,0,0,1.63733,5.10333,1.42814,9.15208e-05,9.15208e-05,9.15208e-05
138,19.3867,1.39874,4.85508,1.33898,0,0,0,0,1.63733,5.10333,1.42814,9.13261e-05,9.13261e-05,9.13261e-05
139,19.4915,1.19304,4.6256,1.26922,0,0,0,0,1.63733,5.10333,1.42814,9.11314e-05,9.11314e-05,9.11314e-05
140,19.6058,1.13236,4.56449,1.25611,0,0,0,0,1.64053,5.09459,1.42746,9.09367e-05,9.09367e-05,9.09367e-05
141,19.7058,1.18934,4.71076,1.2272,0,0,0,0,1.64053,5.09459,1.42746,9.0742e-05,9.0742e-05,9.0742e-05
142,19.8109,1.34929,4.78875,1.28377,0,0,0,0,1.64053,5.09459,1.42746,9.05473e-05,9.05473e-05,9.05473e-05
143,19.9129,1.21322,4.77102,1.21853,0,0,0,0,1.64053,5.09459,1.42746,9.03526e-05,9.03526e-05,9.03526e-05
144,20.0296,1.30537,4.71997,1.29871,0,0,0,0,1.64816,5.08743,1.43061,9.01579e-05,9.01579e-05,9.01579e-05
145,20.1308,1.32141,4.62921,1.27312,0,0,0,0,1.64816,5.08743,1.43061,8.99632e-05,8.99632e-05,8.99632e-05
146,20.3215,1.17742,4.46493,1.25892,0,0,0,0,1.64816,5.08743,1.43061,8.97685e-05,8.97685e-05,8.97685e-05
147,20.4282,1.33371,4.75371,1.313,0,0,0,0,1.64816,5.08743,1.43061,8.95738e-05,8.95738e-05,8.95738e-05
148,20.5401,1.2743,4.69828,1.27671,0,0,0,0,1.65467,5.07875,1.43589,8.93791e-05,8.93791e-05,8.93791e-05
149,20.6442,1.44564,4.92608,1.28478,0,0,0,0,1.65467,5.07875,1.43589,8.91844e-05,8.91844e-05,8.91844e-05
150,20.7471,1.25596,4.63688,1.26922,0,0,0,0,1.65467,5.07875,1.43589,8.89897e-05,8.89897e-05,8.89897e-05
151,20.8518,1.29133,4.74715,1.3144,0,0,0,0,1.65467,5.07875,1.43589,8.8795e-05,8.8795e-05,8.8795e-05
152,20.9631,1.21185,4.59369,1.2572,0,0,0,0,1.66138,5.07239,1.44354,8.86003e-05,8.86003e-05,8.86003e-05
153,21.0625,1.29492,4.62328,1.26614,0,0,0,0,1.66138,5.07239,1.44354,8.84056e-05,8.84056e-05,8.84056e-05
154,21.1673,1.291,4.6393,1.27343,0,0,0,0,1.66138,5.07239,1.44354,8.82109e-05,8.82109e-05,8.82109e-05
155,21.2689,1.38262,4.80847,1.28932,0,0,0,0,1.66138,5.07239,1.44354,8.80162e-05,8.80162e-05,8.80162e-05
156,21.3794,1.36391,4.69608,1.28657,0,0,0,0,1.67282,5.06059,1.44666,8.78215e-05,8.78215e-05,8.78215e-05
157,21.4846,1.28096,4.5795,1.25526,0,0,0,0,1.67282,5.06059,1.44666,8.76268e-05,8.76268e-05,8.76268e-05
158,21.5911,1.27067,4.43469,1.19894,0,0,0,0,1.67282,5.06059,1.44666,8.74321e-05,8.74321e-05,8.74321e-05
159,21.7007,1.31949,4.706,1.25453,0,0,0,0,1.67282,5.06059,1.44666,8.72374e-05,8.72374e-05,8.72374e-05
160,21.8115,1.36699,4.70674,1.26579,0,0,0,0,1.67815,5.04624,1.45593,8.70427e-05,8.70427e-05,8.70427e-05
161,22.0002,1.24789,4.61841,1.16704,0,0,0,0,1.67815,5.04624,1.45593,8.6848e-05,8.6848e-05,8.6848e-05
162,22.1081,1.16326,4.38869,1.20576,0,0,0,0,1.67815,5.04624,1.45593,8.66533e-05,8.66533e-05,8.66533e-05
163,22.2141,1.22875,4.60867,1.21832,0,0,0,0,1.67815,5.04624,1.45593,8.64586e-05,8.64586e-05,8.64586e-05
164,22.3241,1.39251,4.73499,1.26875,0,0,0,0,1.67783,5.03754,1.46133,8.62639e-05,8.62639e-05,8.62639e-05
165,22.4356,1.1769,4.28229,1.15848,0,0,0,0,1.67783,5.03754,1.46133,8.60692e-05,8.60692e-05,8.60692e-05
166,22.5365,1.26094,4.41617,1.28557,0,0,0,0,1.67783,5.03754,1.46133,8.58745e-05,8.58745e-05,8.58745e-05
167,22.6391,1.24066,4.5131,1.19033,0,0,0,0,1.67783,5.03754,1.46133,8.56798e-05,8.56798e-05,8.56798e-05
168,22.7514,1.29422,4.63038,1.2247,0,0,0,0,1.67896,5.02222,1.47098,8.54851e-05,8.54851e-05,8.54851e-05
169,22.8568,1.25997,4.62041,1.21559,0,0,0,0,1.67896,5.02222,1.47098,8.52904e-05,8.52904e-05,8.52904e-05
170,22.9647,1.27438,4.44595,1.33524,0,0,0,0,1.67896,5.02222,1.47098,8.50957e-05,8.50957e-05,8.50957e-05
171,23.0666,1.23729,4.49455,1.27673,0,0,0,0,1.67896,5.02222,1.47098,8.4901e-05,8.4901e-05,8.4901e-05
172,23.1751,1.30622,4.59581,1.19851,0,0,0,0,1.68419,5.00893,1.47133,8.47063e-05,8.47063e-05,8.47063e-05
173,23.2787,1.28761,4.52163,1.23249,0,0,0,0,1.68419,5.00893,1.47133,8.45116e-05,8.45116e-05,8.45116e-05
174,23.3834,1.43681,4.80173,1.30597,0,0,0,0,1.68419,5.00893,1.47133,8.43169e-05,8.43169e-05,8.43169e-05
175,23.5741,1.18253,4.32707,1.23682,0,0,0,0,1.68419,5.00893,1.47133,8.41222e-05,8.41222e-05,8.41222e-05
176,23.6856,1.32392,4.63659,1.30011,0,0,0,0,1.68638,4.9937,1.46513,8.39275e-05,8.39275e-05,8.39275e-05
177,23.7901,1.12912,4.29854,1.21809,0,0,0,0,1.68638,4.9937,1.46513,8.37328e-05,8.37328e-05,8.37328e-05
178,23.8921,1.31851,4.57772,1.25041,0,0,0,0,1.68638,4.9937,1.46513,8.35381e-05,8.35381e-05,8.35381e-05
179,23.9987,1.22569,4.21835,1.24702,0,0,0,0,1.68638,4.9937,1.46513,8.33434e-05,8.33434e-05,8.33434e-05
180,24.1102,1.27292,4.76048,1.18978,0,0,0,0,1.67932,4.98093,1.45868,8.31487e-05,8.31487e-05,8.31487e-05
181,24.2143,1.25664,4.61936,1.19,0,0,0,0,1.67932,4.98093,1.45868,8.2954e-05,8.2954e-05,8.2954e-05
182,24.318,1.29619,4.71371,1.25947,0,0,0,0,1.67932,4.98093,1.45868,8.27593e-05,8.27593e-05,8.27593e-05
183,24.4204,1.33247,4.58255,1.24897,0,0,0,0,1.67932,4.98093,1.45868,8.25646e-05,8.25646e-05,8.25646e-05
184,24.534,1.27983,4.56753,1.2331,0,0,0,0,1.67599,4.96527,1.4604,8.23699e-05,8.23699e-05,8.23699e-05
185,24.637,1.35691,4.36145,1.28597,0,0,0,0,1.67599,4.96527,1.4604,8.21752e-05,8.21752e-05,8.21752e-05
186,24.7385,1.23751,4.37132,1.22472,0,0,0,0,1.67599,4.96527,1.4604,8.19805e-05,8.19805e-05,8.19805e-05
187,24.8394,1.23765,4.33876,1.19352,0,0,0,0,1.67599,4.96527,1.4604,8.17858e-05,8.17858e-05,8.17858e-05
188,24.9463,1.25979,4.44619,1.2322,0,0,0,0,1.67827,4.95031,1.4611,8.15911e-05,8.15911e-05,8.15911e-05
189,25.1285,1.15392,4.48548,1.23368,0,0,0,0,1.67827,4.95031,1.4611,8.13964e-05,8.13964e-05,8.13964e-05
190,25.229,1.29426,4.47228,1.22231,0,0,0,0,1.67827,4.95031,1.4611,8.12017e-05,8.12017e-05,8.12017e-05
191,25.335,1.26668,4.34437,1.21248,0,0,0,0,1.67827,4.95031,1.4611,8.1007e-05,8.1007e-05,8.1007e-05
192,25.4462,1.41695,4.69597,1.29271,0,0,0,0,1.68124,4.93448,1.46084,8.08123e-05,8.08123e-05,8.08123e-05
193,25.5501,1.32328,4.40586,1.30574,0,0,0,0,1.68124,4.93448,1.46084,8.06176e-05,8.06176e-05,8.06176e-05
194,25.6578,1.29072,4.63604,1.2798,0,0,0,0,1.68124,4.93448,1.46084,8.04229e-05,8.04229e-05,8.04229e-05
195,25.7642,1.21386,4.28655,1.2285,0,0,0,0,1.68124,4.93448,1.46084,8.02282e-05,8.02282e-05,8.02282e-05
196,25.8759,1.36983,4.60941,1.26958,0.02857,0.00595,0.01488,0.01042,1.68001,4.91656,1.46213,8.00335e-05,8.00335e-05,8.00335e-05
197,25.9772,1.18142,4.19396,1.27065,0.02857,0.00595,0.01488,0.01042,1.68001,4.91656,1.46213,7.98388e-05,7.98388e-05,7.98388e-05
198,26.0797,1.38725,4.92051,1.30304,0.02857,0.00595,0.01488,0.01042,1.68001,4.91656,1.46213,7.96441e-05,7.96441e-05,7.96441e-05
199,26.1891,1.32975,4.32477,1.27932,0.02857,0.00595,0.01488,0.01042,1.68001,4.91656,1.46213,7.94494e-05,7.94494e-05,7.94494e-05
